image_id,caption
2326457.jpg,a man swinging a tennis racket at a ball 
2376274.jpg,a dirty bathroom with a toilet and a sink 
25.jpg,people walking down a sidewalk 
2396380.jpg,people cross country skiing on a snowy road 
2362567.jpg,a man and a child on surfboards in the ocean 
2360370.jpg,a man standing next to a pile of bananas 
2416917.jpg,a man riding a motorcycle with a woman on it 
2409837.jpg,a sailboat is sailing in the blue ocean 
2330547.jpg,a red fire truck parked on the side of a road 
2390901.jpg,a black cow grazing in a field with a mountain 
2412581.jpg,a man in a white shirt and black pants playing a video game 
2413847.jpg,a hot dog with mustard and ketchup on a bun 
2328446.jpg,a stop sign on a mountain with a sky background 
2318585.jpg,a bathroom with a toilet and a sink 
2337566.jpg,a man riding a motorcycle down a street 
2340936.jpg,a person riding skis down a snow covered slope 
2367351.jpg,a woman with a dog on a leash 
2347081.jpg,a living room with a tv and a table 
2329758.jpg,"a living room with a couch, chair, and a tv "
2325162.jpg,two teddy bears are sitting in a field 
2405943.jpg,a street sign on a pole in a city 
2365546.jpg,a man on a beach with a kite 
2375755.jpg,a pizza sitting on top of a wooden table 
2335365.jpg,a giraffe standing next to a tree in a field 
2328452.jpg,a dog looking at himself in the mirror 
2367345.jpg,a large elephant walking through a grassy field 
2411922.jpg,a young boy is talking on a cell phone 
2368710.jpg,a white horse standing next to a brick building 
2375027.jpg,a woman holding a giraffe's head in her hand 
2403498.jpg,a baseball player pitching a ball on a field 
2374339.jpg,a herd of sheep standing in a line 
2370662.jpg,"a plate of food with meat, broccoli and potatoes "
2369333.jpg,a man riding a wave on top of a surfboard 
2362266.jpg,a man on a skateboard in a skate park 
2374404.jpg,a man holding a glass of wine 
2322642.jpg,a man in a suit and tie holding a cell phone 
2335458.jpg,a woman and a man are standing in front of a door 
2372713.jpg,a large building with many different types of birds 
2392181.jpg,a double decker bus parked on the side of the road 
2368993.jpg,a man holding a bird in his hand 
2359596.jpg,a truck is parked on the side of the road 
2370104.jpg,a man on a skateboard is doing a trick 
2392195.jpg,a clock tower with a clock on top of it 
2358844.jpg,a giraffe is standing in the water by a tree 
2379652.jpg,a large jetliner sitting on top of an airport tarmac 
2381857.jpg,a hot dog with mustard and ketchup on a bun 
2374376.jpg,a man riding a horse drawn carriage down a street 
2375068.jpg,a bear walking through a forest 
2386686.jpg,a woman in a red dress holding an umbrella 
2414815.jpg,a man in a suit and tie smiling 
2360465.jpg,a man in a hospital bed with a pacifier 
2369327.jpg,a man holding a tennis racquet on a tennis court 
2352399.jpg,a plate of food with a salad and a fork 
2394282.jpg,a girl in a bathroom looking at her phone 
2412294.jpg,a woman on a paddle board in the water 
2398490.jpg,a plate of pizza with a slice missing 
2399956.jpg,a man is pulling a cart full of hay 
2405930.jpg,a large jetliner sitting on top of an airport tarmac 
2331164.jpg,cows walking down a street 
2378202.jpg,a woman is playing tennis on a court 
2326418.jpg,a man standing in front of a street sign 
2320069.jpg,a cat laying on a chair with a computer 
2384907.jpg,a snowboarder is jumping over a snow covered slope 
2361035.jpg,a train traveling over a bridge over a river 
2370138.jpg,a clock tower with a clock on top of it 
2402939.jpg,a hot dog with mustard and ketchup on a bun 
2353939.jpg,a woman standing next to a parking meter 
2413834.jpg,three women sitting at a table eating food 
2404384.jpg,a teddy bear sitting on a couch next to a christmas tree 
2333001.jpg,a boy is playing with a frisbee on the beach 
2323212.jpg,a bride and groom pose for a picture 
2356855.jpg,two people flying a kite on a beach 
2409878.jpg,a baseball team is playing baseball on a field 
2361747.jpg,a large jetliner sitting on top of a tarmac 
2412280.jpg,a woman sitting at a table with a laptop 
2322859.jpg,a large group of people standing in the snow 
2359233.jpg,a baseball game in progress with a player in the middle of the field 
2330285.jpg,a man laying in bed with a baby 
2417313.jpg,a car with a rainbow colored umbrella and a red and white teddy bear 
2316524.jpg,a police officer riding a motorcycle on a city street 
2321388.jpg,a park with many people flying kites 
2407100.jpg,a large clock tower towering over a city 
2368788.jpg,a woman walking down the street with a bag of luggage 
2417475.jpg,an elephant standing in a field of grass 
2342607.jpg,a woman holding an umbrella in front of a clock tower 
2325844.jpg,two people riding bikes on a beach 
2363811.jpg,a table with a bunch of candles and a teddy bear 
2389210.jpg,a woman flying a kite on a beach 
2411010.jpg,a clock tower with a clock on it's side 
2409139.jpg,a horse with a bird on its back 
2388668.jpg,a living room with a tv and a chair 
2333798.jpg,a motorcycle parked in front of a building 
2399765.jpg,two trains are parked at a train station 
2371583.jpg,a train is parked at a train station 
2347031.jpg,a cat sitting on a table next to a tablecloth 
2344538.jpg,a man in a suit and tie posing for a picture 
2402044.jpg,a train on a track with a train station 
2412257.jpg,a snowboarder is doing a trick in the snow 
2322865.jpg,a herd of zebras standing on top of a sandy plain 
2414140.jpg,a train is traveling down the tracks in a city 
2320914.jpg,a train traveling down tracks next to a forest 
2366799.jpg,"a sign that says ""no parking"" on a sidewalk "
2320900.jpg,a table with a vase with flowers on it 
2384708.jpg,a train on the tracks near a building 
2352428.jpg,a woman riding a horse with a woman on a horse 
2365284.jpg,a room with a shelf with books and a window 
2380208.jpg,a bird perched on a window sill 
2404421.jpg,"a bathroom with a toilet, sink, and shower "
2388654.jpg,a crowd of people sitting on benches watching a baseball game 
2361784.jpg,a herd of horses standing next to each other 
2339060.jpg,a man playing a video game in a living room 
2336353.jpg,a baseball player is about to hit a ball 
2408794.jpg,a woman is brushing her teeth in a bathroom 
2326140.jpg,stuffed animals sitting on a couch 
2359794.jpg,a cake with a bunch of cupcakes on top of it 
2412914.jpg,"a table with scissors, pencils, and other items "
2322326.jpg,a man riding a wave on top of a surfboard 
2324031.jpg,a clock tower in the middle of a city 
2369131.jpg,people sitting around a table 
2329515.jpg,a large group of luggage bags are lined up on a train 
2401968.jpg,a small propeller plane sitting on a runway 
2321149.jpg,a man and woman playing frisbee on a beach 
2330050.jpg,"a kitchen with a refrigerator, stove, microwave and a sink "
2361579.jpg,a man in a park throwing a frisbee 
2394080.jpg,a stone bench in front of a brick wall 
2360667.jpg,a man in a suit and tie is speaking 
2326632.jpg,a young girl is blow drying her hair 
2398862.jpg,a boy holding a dog on a boat 
2372263.jpg,a crowd of people standing around a motorcycle 
2364367.jpg,a woman walking down a sidewalk with a black umbrella 
2316097.jpg,boats docked in a harbor 
2370312.jpg,a person standing on top of a lush green field 
2348855.jpg,two surfers are riding the waves in the ocean 
2417878.jpg,a girl is holding a bunch of stuffed animals 
2328179.jpg,a plane flying over a tree filled area 
2369643.jpg,a tennis player is swinging a racket at a ball 
2334578.jpg,a train is coming down the tracks near a building 
2333217.jpg,a fighter jet flying through a blue sky 
2403825.jpg,a giraffe standing next to a wooden fence 
2404192.jpg,a large brick building with a clock tower 
2363420.jpg,a woman hitting a tennis ball with a tennis racquet 
2373633.jpg,a traffic light with a street sign on it 
2359970.jpg,a pot of vegetables is sitting on a stove 
2376993.jpg,a fighter jet is on the runway 
2346850.jpg,a man laying on a couch with a pizza in his hand 
2378766.jpg,a living room with a christmas tree in the corner 
2360129.jpg,two cows grazing in a field with trees 
2331400.jpg,a row of surfboards on a grassy area 
2328151.jpg,a large horned animal standing next to a traffic light 
2371742.jpg,a traffic light on a city street 
2378000.jpg,a man is standing next to a horse 
2401954.jpg,a parking meter on a sidewalk in a city 
2341859.jpg,two giraffes are standing in a fenced in area 
2402285.jpg,two girls standing next to each other holding umbrellas 
2353291.jpg,a man in a suit and tie holding a stuffed bear 
2323776.jpg,a bathroom with a toilet and a sink 
2401798.jpg,"a living room with a couch, chair, and a window "
2371756.jpg,people standing around a tree 
2378014.jpg,a bed with a blanket and a lamp 
2370448.jpg,a clock tower with a clock on top 
2350798.jpg,a large jetliner sitting on top of an airport tarmac 
2359964.jpg,a man swinging a tennis racquet on a tennis court 
2326168.jpg,a man sitting on a couch with a woman 
2417844.jpg,a hot dog with mustard and ketchup on a bun 
2338356.jpg,a stop sign with a person walking on it 
2323010.jpg,a microwave oven sitting on top of a counter 
2365045.jpg,a bench sitting in a dark alley 
2403831.jpg,a fighter jet sitting on top of an airport tarmac 
2391649.jpg,a laptop computer sitting on top of a desk 
2389006.jpg,a man laying on a bed with a blanket 
2409449.jpg,a sandwich with meat and lettuce on a paper towel 
2336390.jpg,a refrigerator in a kitchen with a door open 
2340206.jpg,a person on skis standing on a snowy slope 
2378799.jpg,a bed room with a bed and a desk 
2401773.jpg,a blender filled with a mixture of liquid and fruit 
2360868.jpg,a busy street with cars and a red traffic light 
2395349.jpg,"a living room with a couch, chairs, table and a television "
2356302.jpg,a large bird flying through the air 
2399573.jpg,a baseball player throwing a ball on a field 
2387981.jpg,a train on a track near a mountain 
2386447.jpg,a man sitting on a bench in front of the ocean 
2322497.jpg,a herd of sheep standing in a barn 
2326829.jpg,a cake with oranges and a lemon on it 
2411574.jpg,a stove top oven with a pot on the burner 
2385628.jpg,a woman in a black dress and a man in a black dress 
2378955.jpg,a toilet with a white toilet paper dispenser 
2386321.jpg,a baseball player sliding into a base while another player watches 
2396132.jpg,a street scene with people riding bicycles 
2409475.jpg,two elephants standing in a field near a fence 
2393062.jpg,"a kitchen with a stove, microwave, sink and refrigerator "
2376950.jpg,a man standing next to a truck on a beach 
2377496.jpg,a man and woman cross country skiing on a snowy slope 
2398137.jpg,a large building with a clock tower 
2362925.jpg,a market with fruits and vegetables on display 
2402520.jpg,a man catching a frisbee in a field 
2391113.jpg,a red light on a brick building 
2398889.jpg,a man riding a wave on top of a surfboard 
2384278.jpg,a brown teddy bear sitting on a red chair 
2326801.jpg,a dog is laying down on a motorcycle 
2416233.jpg,a dog laying on a couch with a remote control 
2408019.jpg,a girl running towards a soccer ball 
2340548.jpg,a pizza sitting on top of a foil covered baking pan 
2400445.jpg,a horse jumping over a fence in a race 
2326815.jpg,a man standing on top of a field with an umbrella 
2341656.jpg,a family posing for a picture with a tennis racket 
2355623.jpg,a woman walking down a street holding an umbrella 
2414430.jpg,an elephant standing in a field with trees 
2404623.jpg,a plate of food with broccoli and carrots 
2355145.jpg,"a bathroom with a sink, toilet and shower "
2395407.jpg,a dirt bike rider is going down a hill 
2329298.jpg,a man is standing on a river bank with a red canoe 
2358461.jpg,a car is driving down the street at night 
2377482.jpg,a woman cooking in a kitchen with a man cooking 
2330656.jpg,"a pizza with cheese, tomatoes, and onions "
2326034.jpg,two people on skis on a snowy slope 
2394686.jpg,a laptop computer sitting on top of a desk 
2372465.jpg,a bus parked in front of a building 
2334356.jpg,a man with a backpack on sitting on a bed 
2404964.jpg,a woman eating a hot dog in a bun 
2326752.jpg,a little girl sitting on the floor with a laptop 
2378148.jpg,a water fountain with a cat in it 
2359186.jpg,a man is sitting on a couch with a cat 
2409298.jpg,a microwave oven sitting on top of a counter 
2392591.jpg,a little girl holding a pink and white plastic cup 
2321029.jpg,a restaurant with a bunch of bananas on the counter 
2376171.jpg,a person on a motorcycle with a bag on the back 
2349381.jpg,people playing soccer on a field 
2332733.jpg,a display of various types of kites in a store 
2325529.jpg,"a living room with a couch, coffee table and a tv "
2323158.jpg,a display of different colored vases on a shelf 
2343874.jpg,people walking down a street with umbrellas 
2371178.jpg,a street light with a street sign on it 
2406801.jpg,a snowboarder is in the air on a snowy slope 
2361343.jpg,a train on a track near a mountain 
2326008.jpg,a baseball player walking on a field with a bat 
2367732.jpg,a train on a track near a large building 
2401820.jpg,a fire hydrant on a lake next to a street 
2407289.jpg,a man flying a kite on a beach near the ocean 
2376159.jpg,a person on a snowboard going down a hill 
2416384.jpg,a living room with a lamp and a couch 
2325267.jpg,a church steeple with a white bird perched on top 
2355958.jpg,a man is using a pottery pot on a table 
2335074.jpg,a desk with a computer and a chair 
2355794.jpg,people standing on top of a lush green field 
2347390.jpg,"a bedroom with a bed, a desk, and a television "
2316861.jpg,a man in a red shirt talking on a cell phone 
2328757.jpg,a glass of water and a coffee on a table 
2394876.jpg,birds perched on top of a tree 
2400294.jpg,a train on a train track with smoke coming out of it 
2343690.jpg,a blue door with a clock on it 
2342565.jpg,a plate of food with a salad and a sandwich 
2324838.jpg,a wooden bench sitting in a park 
2350161.jpg,a cat laying on a bed with a book 
2318119.jpg,a clock tower with a clock on it's side 
2411414.jpg,a man on skis in the snow 
2413203.jpg,a man riding a wave on top of a surfboard 
2365864.jpg,a man holding a wii remote in his hand 
2323831.jpg,a young boy holding a wii remote in his hand 
2381248.jpg,a man on skis standing on top of a snow covered slope 
2413217.jpg,a man in a red shirt is cutting a woman's hair 
2390351.jpg,a skateboarder is doing tricks on a ramp 
2386533.jpg,a little boy sitting at a table with a pizza 
2399413.jpg,a person holding a cell phone in front of a lake 
2393880.jpg,a bottle of beer and a plate of food 
2349342.jpg,a baby elephant and a adult elephant walking in a field 
2394137.jpg,a stop sign on a corner of a street 
2385984.jpg,a vase with a flower in it next to a glass 
2349424.jpg,a refrigerator with many magnets on it 
2392220.jpg,a large white airplane on a runway 
2352762.jpg,elephants walking in a field 
2390437.jpg,a large white airplane parked on a runway 
2357632.jpg,a dog in a field with a frisbee 
2358501.jpg,a bathroom with a tub and a sink 
2316108.jpg,a fire hydrant with a blue and red cap on it 
2385774.jpg,a man throwing a frisbee in a park 
2367929.jpg,a person jumping a skateboard on a sidewalk 
2373784.jpg,a man is standing next to a row of motorcycles 
2404025.jpg,a herd of cattle grazing on grass in a field 
2365680.jpg,a man riding a bike down a street next to a tall building 
2389628.jpg,a large jetliner sitting on top of an airport tarmac 
2406154.jpg,a baseball player throwing a ball on a field 
2359179.jpg,motorcycles parked in front of a building 
2318643.jpg,a horse standing on a lush green field next to a river 
2360920.jpg,a skier is in mid air on a snowy slope 
2339841.jpg,a large building with a clock on the side of it 
2328794.jpg,a little girl blowing out candles on a birthday cake 
2371839.jpg,a man holding a dog in his hand 
2358273.jpg,a black and white cat laying on a couch 
2414544.jpg,a display of oranges and apples in a market 
2397364.jpg,a man flying a kite in a field 
2404031.jpg,a train on a track near a forest 
2357626.jpg,a man holding a tennis racquet on a tennis court 
2358515.jpg,a row of motorcycles parked in a garage 
2370299.jpg,a person on skis in the snow 
2317202.jpg,giraffes eating from a trough in a zoo 
2395573.jpg,a man riding a wave on top of a surfboard 
2406626.jpg,a large elephant standing on top of a grass covered field 
2348289.jpg,a boat traveling down a river with a bridge 
2332525.jpg,a bird sitting on a bench in a park 
2372667.jpg,"a kitchen with a stove, sink, cabinets and a refrigerator "
2332243.jpg,a woman is standing on a beach with a kite 
2409924.jpg,a slice of pizza on a plate on a table 
2331992.jpg,a person holding a dog in their arms 
2370064.jpg,a snowboarder is laying down on the snow 
2330440.jpg,a dog laying in a hay covered barn 
2369535.jpg,a person riding a motorcycle on a race track 
2364011.jpg,a bicycle parked on the side of a street 
2345961.jpg,a man jumping a snow board in the air 
2362306.jpg,a cat is sitting on a window sill 
2334140.jpg,a cow and a cow crossing a road 
2400914.jpg,a plate of cakes and muffins on a table 
2360511.jpg,elephants walking along a river 
2316487.jpg,a cow and a calf in a field 
2375652.jpg,a kitchen with a stainless steel stove and a stainless steel refrigerator 
2365441.jpg,a man standing next to a kite in a field 
2329887.jpg,"a street with a sign that says ""no parking"" "
2379068.jpg,a man walking past a small house with a tree 
2357395.jpg,a bird standing on a branch in the water 
2378376.jpg,a young boy is adjusting his tie 
2347186.jpg,a beach umbrella sitting on the sand 
2407935.jpg,a man sitting on a bench with a laptop 
2365327.jpg,"an elephant with a large, ornate head "
2362448.jpg,horses standing on top of a dry grass covered field 
2363756.jpg,a woman walking down a street holding an umbrella 
2413798.jpg,a row of motorcycles parked in front of a building 
2343486.jpg,a man doing a trick on a skateboard 
2342940.jpg,a refrigerator with a lot of bottles and bottles 
2353681.jpg,people standing around a sidewalk 
2368617.jpg,"a bedroom with a bed, a desk and a window "
2400096.jpg,a woman is sitting on a couch with a cat 
2407921.jpg,a street light with a street sign 
2371420.jpg,a woman and a child playing with a wii controller 
2319950.jpg,a baseball player swinging a bat at a ball 
2361633.jpg,a woman is playing tennis on a court 
2377051.jpg,a double decker bus driving down a street 
2399836.jpg,two young men playing frisbee in a field 
2355596.jpg,two men are playing a video game in a kitchen 
2333613.jpg,a horse grazing in a field with snow 
2396536.jpg,a clock on a table in a room 
2394321.jpg,a woman holding a large bird in her hands 
2336780.jpg,a truck driving down a road next to a street sign 
2346267.jpg,a clock tower with a clock on it's side 
2330497.jpg,"a living room with a couch, coffee table and a window "
2393328.jpg,a toilet in a bathroom with a white wall 
2407712.jpg,a bench with a bunch of colorful items on it 
2414008.jpg,a boat with people on it floating in the water 
2322093.jpg,two dogs looking out a window of a house 
2415316.jpg,a man in a raincoat holding an umbrella 
2363971.jpg,a man and a woman are sitting on a couch 
2372868.jpg,a laptop computer with a bunch of fruit on it 
2411164.jpg,a vase with flowers on a table 
2377910.jpg,a person riding skis down a snow covered slope 
2407706.jpg,a large clock on the side of a building 
2399177.jpg,a person jumping a skateboard over a sign 
2407060.jpg,a large clock tower with a flock of birds flying around it 
2361814.jpg,a woman sitting on a bench with a bag 
2327699.jpg,a young boy eating a banana on a table 
2338949.jpg,a vase with a statue of a man on it 
2396522.jpg,a man riding a wave on top of a surfboard 
2349168.jpg,a kite flying over a beach with people on the beach 
2399639.jpg,a large group of elephants walking down a street 
2370931.jpg,"a desk with a laptop, mouse, and a printer "
2355541.jpg,a man throwing a frisbee in a park 
2364944.jpg,"a bathroom with a sink, toilet, and bathtub "
2398241.jpg,a city street with a large building 
2395765.jpg,a young boy swinging a baseball bat at a ball 
2368818.jpg,a man riding a skateboard down a rail 
2361182.jpg,two buses are parked next to each other on a street 
2351041.jpg,a clock tower in the middle of a city 
2319039.jpg,a man in a suit and tie standing in front of a wall 
2366835.jpg,a car parked on the side of a street 
2320860.jpg,a bed with a white bedspread and a black head board 
2383107.jpg,a person para sailing on a beach 
2361196.jpg,an elephant standing in a dirt area next to trees 
2379901.jpg,a man in a black jacket holding a skateboard 
2358717.jpg,a bus is parked on the side of the road 
2373592.jpg,people are sitting on a porch 
2389358.jpg,a pair of shoes sitting on a bench 
2402124.jpg,a man riding a motorcycle down a street 
2405893.jpg,a man riding a snowboard down a snow covered slope 
2364788.jpg,a man riding a motorcycle down a street 
2410520.jpg,a person holding a remote control in their hand 
2351733.jpg,a person jumping a snow board in the air 
2318455.jpg,a truck parked next to a parking meter 
2409071.jpg,a young boy is playing baseball in a field 
2391516.jpg,a white and red wedding cake with flowers 
2342996.jpg,a man riding a motorcycle down a street 
2390608.jpg,a giraffe standing next to a group of people 
2340159.jpg,a desk with a laptop and a vase on it 
2400054.jpg,a woman holding an umbrella walking down a street 
2393301.jpg,a dog playing with a frisbee in the grass 
2351054.jpg,a toilet with a seat on the floor 
2336971.jpg,a woman holding a black purse and walking 
2319992.jpg,a woman kicking a soccer ball on a field 
2329851.jpg,a dog standing in the grass with a group of sheep 
2329689.jpg,a horse drawn carriage on a road near a large stone building 
2343336.jpg,two elephants walking down a road next to a car 
107966.jpg,"a kitchen with a sink, stove, and refrigerator "
2375848.jpg,a man walking down a street with a red umbrella 
2365483.jpg,a large red and white boat docked at a dock 
2345753.jpg,a table topped with plates of food 
2318440.jpg,a baseball player standing on a field with a bat 
2416144.jpg,a bathroom sink with a mirror and a white towel 
2367294.jpg,a row of bikes parked next to a train 
2407049.jpg,a teddy bear holding a cell phone and a remote 
2318326.jpg,a man holding a snowboard on top of a snow covered slope 
2385577.jpg,a pizza with cheese and tomatoes on a pan 
2345035.jpg,young girls playing soccer on a field 
2402657.jpg,a dog sitting in the driver's seat of a car 
2407707.jpg,a bus is driving down the street 
2408434.jpg,people walking down a street holding umbrellas 
2320691.jpg,a dog is standing in the snow with a fire hydrant 
2325931.jpg,a woman walking down a street with a clock on it 
2332295.jpg,a young boy riding a skateboard down a sidewalk 
2413014.jpg,a man holding a stuffed animal in a kitchen 
2392745.jpg,a train is parked on the tracks near a river 
2384127.jpg,a stop sign with a street sign on it 
2336795.jpg,a train is traveling down the tracks near a field 
2369285.jpg,a cat sitting on a table next to a cell phone 
2346266.jpg,"a bathroom with a sink, toilet and a bath tub "
2380355.jpg,a woman and child are playing with a fire hydrant 
2344471.jpg,a man riding a horse through a forest 
2333821.jpg,a clock tower with a large clock on it 
2364979.jpg,a street sign with a street name on it 
2389371.jpg,a man standing in front of a table filled with apples 
2331788.jpg,a man catching a frisbee while another man watches 
2411171.jpg,a herd of giraffes walking across a dirt field 
2407920.jpg,a man on a surfboard in the ocean 
2341284.jpg,a park with a large group of people flying kites 
2353858.jpg,a clock on the side of a building 
2333612.jpg,a plate of pizza and a drink on a table 
2399837.jpg,two women playing tennis on a tennis court 
2335263.jpg,a person on skis in the snow 
2367243.jpg,a woman eating a donut with a smile on her face 
2400929.jpg,a person reading a book in a dark room 
2406380.jpg,two goats are laying down in the dirt 
2411830.jpg,a toilet and a bath tub in a bathroom 
2360538.jpg,a stuffed bear sitting on a table next to a book 
2318483.jpg,two cats are laying on top of a refrigerator 
2333606.jpg,"a living room with a couch, coffee table, tv and a coffee table "
2364986.jpg,a giraffe is walking in the grass 
2375653.jpg,a man riding a motorcycle on a street 
2414790.jpg,"a kitchen with a stove, a pot and a pot holder "
2332518.jpg,a train on a track near a train station 
2373544.jpg,a man riding skis down a snow covered slope 
2398283.jpg,a small airplane flying through the air 
2413799.jpg,a brown bear sitting on a tree branch 
2362449.jpg,a yellow fire hydrant sitting on the side of a road 
2323373.jpg,a row of surfboards are lined up on the beach 
2402694.jpg,a person's feet are covered in a pair of shoes 
2328226.jpg,a man wearing a blue shirt and a black shirt is on a laptop 
2361140.jpg,a woman holding a tennis racquet in her hand 
2315831.jpg,zebras are standing in a field 
2416811.jpg,a boy is sitting on the sidewalk with a skateboard 
2378439.jpg,a baseball player is running to first base 
2336030.jpg,a motorcycle parked on the side of a road 
2351915.jpg,a large jetliner sitting on top of an airport runway 
2414974.jpg,people sitting on a beach with umbrellas 
2380396.jpg,a person walking on a grassy field with an umbrella 
2374571.jpg,people are boarding a plane at an airport 
2390185.jpg,two giraffes are walking through a grassy area 
2408385.jpg,a herd of sheep standing in a field 
2376400.jpg,a slice of pizza on a paper plate 
2402870.jpg,a pizza with a lot of toppings on it 
2353870.jpg,people sitting around a table eating 
2371838.jpg,a toilet with a toilet paper roll on it 
2348061.jpg,a man sitting on a bench next to a bus 
2416352.jpg,zebras are standing in a fenced in area 
2328795.jpg,a garbage can and a bicycle parked on the side of the street 
2321969.jpg,a man is holding a bear in his hand 
2371186.jpg,a stuffed bear sitting on top of a bottle 
2376831.jpg,a display of stuffed animals in a store 
2369911.jpg,a batter is getting ready to hit the ball 
2391714.jpg,a man is walking down the street with a plane 
2352993.jpg,a wii game controller sitting on top of a table 
2391700.jpg,a man riding a wave on top of a surfboard 
2406633.jpg,a woman is playing tennis on a court 
2367928.jpg,a toilet with a blue seat and a blue seat cover 
2341051.jpg,a little boy holding a baseball bat in a field 
2378808.jpg,a man riding a motorcycle on a street 
2409266.jpg,two zebras eating grass in a zoo enclosure 
2389629.jpg,a man wearing a helmet and holding a bike 
2365859.jpg,elephants are walking along the shore of a river 
2343120.jpg,giraffes and other animals are in a zoo 
2326784.jpg,a woman skiing down a hill with a helmet on 
2407263.jpg,a polar bear standing on a rock in a zoo 
2334380.jpg,a man on a skateboard doing a trick 
2414579.jpg,a close up view of a broccoli plant 
2397359.jpg,a man in a suit and tie standing in front of a microphone 
2409528.jpg,a boy is eating a cake with a fork 
2392221.jpg,a piece of bread on a cutting board 
2384443.jpg,two men standing in a subway station looking at their cell phones 
2350174.jpg,a skier is in mid air on a course 
2350160.jpg,a traffic light with a street sign on it 
2408622.jpg,a container filled with vegetables and fruit 
2404018.jpg,a fire truck is parked in a parking lot 
2324839.jpg,a sink with toothbrushes and toothpaste on it 
2396053.jpg,a man riding a wave on top of a surfboard 
2344673.jpg,two women are smiling and holding wine glasses 
2390344.jpg,a man is spraying water into a fire hydrant 
2398718.jpg,a bike parked next to a bench near a river 
2377252.jpg,a giraffe standing on top of a lush green field 
2382973.jpg,a cat is sitting in a blue basket 
2414586.jpg,people sitting on a beach with umbrellas 
2375445.jpg,a man riding an elephant down a street 
2415698.jpg,a pair of birds standing in a fence 
2359811.jpg,bananas hanging from a tree 
2417931.jpg,a cat sitting on a carpet next to a table 
2337110.jpg,a man and a woman in suits standing in front of a mirror 
2406828.jpg,a cow standing in a field next to a tree 
2400281.jpg,a man is fixing a tie on a table 
2371151.jpg,a man riding a wave on top of a surfboard 
2408805.jpg,a street sign on a pole in front of a building 
2398081.jpg,a large group of people are standing in a parking lot 
2373746.jpg,a man sitting on a chair next to a horse 
2333404.jpg,a little girl holding a stuffed animal 
2345592.jpg,"a living room with a couch, coffee table, and a table "
2327471.jpg,a table with a vase with flowers and a vase with a candle 
2377246.jpg,a woman sitting at a table with a glass of wine 
2330125.jpg,a living room with a christmas tree in the corner 
2337892.jpg,a woman is looking at her cell phone while on the phone 
2370501.jpg,a man is selling bananas on the street 
2341904.jpg,a train on a track with a mountain 
2376616.jpg,a brush and a book on a table 
2371179.jpg,a man riding a wave on top of a surfboard 
2403978.jpg,a giraffe is standing in a fence with a fence 
2322247.jpg,a man holding a tennis racquet on a tennis court 
2412875.jpg,a skier is jumping over a rock in the snow 
2343861.jpg,a crowd of people standing around a kitchen 
2376602.jpg,elephants standing in a field 
2366377.jpg,a man riding a wave on top of a surfboard 
2359187.jpg,two horses are walking along the beach with people 
2337886.jpg,two horses standing next to each other in a field 
2370515.jpg,a person holding a cell phone in their hand 
2380194.jpg,a row of motorcycles parked on a beach 
2398903.jpg,a giraffe eating a piece of food from a basket 
2373183.jpg,a pizza with pepperoni and olives on a pan 
2388457.jpg,a stuffed animal on a table 
2414431.jpg,a fire hydrant spraying water into a street 
2332861.jpg,a red stop sign sitting on the side of a road 
2359018.jpg,a man flying a kite on a beach 
2347226.jpg,a man and woman dressed up in a costume 
2406753.jpg,a bathroom with two sinks and a mirror 
2412726.jpg,a woman in a hat standing on a boat in the water 
2342438.jpg,a large jetliner sitting on top of an airport tarmac 
2415049.jpg,"a bathroom with a toilet, sink, and tub "
2345343.jpg,a man and woman sitting at a table with a cake 
2402521.jpg,a man holding a cell phone in his hand 
2353521.jpg,a plane flying over a field of tall grass 
2395374.jpg,a person on a skateboard on a city street 
2406021.jpg,a bed with a white comforter and a white comforter 
2409312.jpg,a bus with a large window and a person on it 
2371780.jpg,a small room with a small teddy bear and a small stuffed animal 
2393705.jpg,elephants walking through a grassy field 
2371958.jpg,two parrots sitting on a tree branch 
2383516.jpg,a man sitting on a couch with a dog 
2323978.jpg,a bicycle with a basket on top of it 
2345425.jpg,elephants standing in a field 
2401766.jpg,a church with a clock tower on top 
2349237.jpg,a person flying a kite in a field 
2316733.jpg,a young girl on skis in the snow 
2350766.jpg,a man is doing a trick on a skateboard 
2357009.jpg,a number of people on skis on a snowy slope 
2340575.jpg,two zebras standing next to each other in a field 
2380037.jpg,giraffes standing next to each other 
2389775.jpg,a large airplane with a man on top of it 
2402509.jpg,two trains are on the tracks at a train station 
2353509.jpg,a man in a suit and tie sitting at a table 
2394724.jpg,two elephants are playing with each other in a circus 
2407471.jpg,a man riding a skateboard on top of a cement bowl 
2316055.jpg,a parade of people in a parade 
2394730.jpg,a man riding a wave on top of a surfboard 
2330938.jpg,a woman is holding a banana in a kitchen 
2401014.jpg,a table with a plate of food and a wine glass 
2392341.jpg,"a bathroom with a toilet, sink, and bathtub "
2341119.jpg,"a bedroom with a bed, desk, and a window "
2373815.jpg,a large clock in a large building 
2399214.jpg,a green plant growing on top of a green plant 
2415061.jpg,a cow is standing in the grass 
2391648.jpg,a birthday cake with candles on it 
2362918.jpg,two cows are standing on a hillside by a lighthouse 
2365911.jpg,a room with a desk and chairs and a large window 
2413376.jpg,a young boy is flying a kite in a field 
2390230.jpg,"a bathroom with a toilet, sink, and bathtub "
2396641.jpg,a pizza on a plate with a fork and knife 
