2353804	Black.##person,person,person,person,person,person,person,snowboard,person,snowboard	Baƙi.
2415513	Green.##bird,person,bird,bird,bird,bird,bird,bird,bird,bird	 Kore.
2316709	When is the boat in the water?##boat,person,person,person,boat,person	A wanne lokaci jirgin ruwa yake cikin ruwan?
2395573	What is under the surfboard?##person,surfboard	Menene a ƙasan katakon hawa igiyar ruwa?
2388717	Clouds.##clock,clock,boat	Hadari.
2335395	How many buttons are on the blender?##bottle,person,banana,cup,bottle,oven,dining table,bottle,vase,oven	Madannai nawa ne a jikin injin markaden?
2370569	What has two ears?##cow,sheep	Menene yake da kunnuwa biyu?
2402446	Where is the bird sitting?##bird	A ina tsintsuwar ke zaune?
2332812	Knife.##apple,person,knife,apple,chair	Wuƙa.
2316175	What color is the wall?##bed,horse,horse,tv,teddy bear,horse	Mene launin bangon?
2388642	What has wheels?##bicycle,cat,bottle	Me ke da kafa?
2416144	How many people can be seen?##person,sink,person,sink	Mutane nawa ake iya gani?
2398788	What is the meat product on the plate?##dining table,bottle,sandwich,cup,bowl,bowl,dining table	Wanne irin nama ne a kan farantin?
2335167	Why is it behind a line?##clock	Meyasa yake bayan danga?
2403452	Daytime.##airplane,person,person,car,truck,truck,person	Da rana.
2380353	What are the playing?##person,person,tennis racket,sports ball,person,person,person,person,person,person	Wasan me sukeyi?
2316244	When was the photo taken?##boat,boat,boat,boat,boat,boat,boat,boat,boat,boat	Yaushe aka ɗauka hoton?
2396861	Branches.##person,skateboard,person	Rassa.
2408100	Buildings.##car,person,person,person,car,person,car,traffic light,bicycle,person	Gininnika.
2345291	Why are the people standing on the beach?##kite,kite,person,person	Meyasa mutanen suke tsaye a gaɓar tekun?
2398820	A surfer.##surfboard,person	Mai wasan hawa igiyar ruwa.
2411229	What street is shown?##	Wani titi aka nuna?
2392162	What is blue and white in the picture?##vase,vase,vase,potted plant,potted plant,potted plant,potted plant	menene abinda yake dauke da launin shudi da fari a hotan?
2325544	How many people are here?##person,skis	Mutane nawa ne awajan?
2363277	What is grass color?##zebra,zebra,zebra,zebra,bird,zebra,zebra,zebra,zebra,zebra	Menene launin ciyawa?
2335245	In a park.##person,person,hot dog,hot dog	A lambu.
2339344	On the river bed.##banana,orange,apple,orange,orange	A bakin ruwa.
2365243	Two.##bus,bus,car,bus,car,car,car,car,car,car	Biyu.
2359860	Daytime.##boat	Da rana.
2389530	What is the plate's color?##fork,pizza,pizza,dining table,pizza,sandwich	Mene launin jikin faranti?
2378012	Daytime.##car,car,traffic light,car,traffic light,traffic light,car,traffic light,traffic light,car	Da rana.
2389363	Tennis.##tennis racket,sports ball,person,person	Tanis.
2366233	A car.##truck,car	Mota.
2411404	Hydrant.##person,fire hydrant,person,person,person,vase,backpack,backpack	Ma'adanar ruwan gobara.
2413648	White.##cat,person,scissors	Fari.
2417694	No one.##bear	Bakowa.
2398318	What is coming out of the cat's face?##cat,horse,remote,couch	Me yake futowa daga fuskar magen?
2343921	What color is the bear's shirt?##teddy bear	Menene launin rigar bear ɗin?
2349089	One.##surfboard,surfboard,surfboard,person,surfboard,person,person,surfboard,surfboard,person	Ɗaya.
2398899	What time is showing?##clock,bird,bird	Wanne lokaci ya nuna?
2339853	What is on the plate?##broccoli,broccoli,broccoli,broccoli,donut,broccoli,broccoli,broccoli,bowl,dining table	Mene akan farantin?
2415513	What color is the grass?##bird,person,bird,bird,bird,bird,bird,bird,bird,bird	Menene launin ciyawar?
2328427	Three people are in the picture.##person,person,bottle,tv,remote,couch,chair,remote,remote,couch	Mutane uku ne a hoton.
2378710	How many plates are there?##person,fork,dining table,potted plant,cup,chair,cup,potted plant,potted plant,chair	Nawa ne adadin farantai a gurin?
2364049	What is the bus doing?##bus,person,person,person,person,person,person,handbag,person	Me motar bas din ke yi?
2372365	Talking.##person,cake,person,dining table,cell phone,fork,person,orange,orange,orange	Magana.
2393234	Beak.##bird	baki.
2360453	What is this vegetable?##apple,broccoli,apple,bowl,dining table,broccoli,donut	Menene wannan kayan lambun?
2336925	Grey.##bed	Ruwan toka.
2394177	What kind of pets are these?##motorcycle,dog,dog,cat	Wasu irin dabbobin gidane waɗannan?
2343863	Grass.##bench,boat,umbrella	Ciyawa.
2318499	What is the color of cat's eyes?##cat,sports ball,suitcase,remote	Menene launin idon magen?
2417622	Where is the cat lying?##person,cat,teddy bear,bed,tie,bed	A ina magen take kwance?
2407935	What is on the man's face that helps him to see?##laptop,person,bird,car,bird,car,car,person,bird,bird	Menene a fuskar mutumin dake taimaka mai wurin gani?
2363748	What is green on the plate?##bottle,dining table,tv,carrot,carrot,wine glass,tv,carrot,carrot,carrot	Menene kore akan farantin?
2395638	Wire.##elephant	Waya.
2321088	Daytime.##person,person,umbrella,vase,potted plant,backpack	Da rana.
2390113	A decorative faced building.##elephant,person,person,person	Gini me fuska me ado.
2380505	One.##fire hydrant,truck	ɗaya.
2401929	Behind the board.##teddy bear,bench,tie	A bayan katako
2386512	When will the girl continue?##motorcycle,person,person,person,dog,person,car,person,car,car	Yaushe yarinyar zata cigaba?
2338525	Trees.##person,frisbee	Bishiyu.
2365243	Houses.##bus,bus,car,bus,car,car,car,car,car,car	Gidaje
2397995	Field.##truck,bench,bench	Fili.
2405085	Daytime.##horse,person,car,person	Da rana.
2377619	A bathroom.##toilet,toilet	A bayan gida.
2367213	Next to a river.##clock,clock	Kusa da kogi.
2323558	What color is the sky?##person,person,skis,boat,skis,skis,skis,boat	Mene launin sararin samaniya?
2333198	Where is the man looking?##skateboard,person,person,person,car,person,chair,cell phone,person,person	Ina mutumin yake kallo?
2338152	Two.##sheep,sheep	Biyu
2372746	Bird.##bird,bird,bird	Tsuntsu.
2386663	No one.##boat,boat,bird,person,boat	Ba kowa.
2349058	What is the wall made of?##suitcase,suitcase,suitcase,suitcase,bench,suitcase,suitcase,suitcase	Da me akayi bangon?
2324363	Grey and brown.##person,motorcycle,bicycle,person,person,cow,bird,bicycle,banana,cat	ruwan toka da ruwan ƙasa.
2413552	How is the woman balancing on the surfboard?##person,surfboard	Yaya matar take daidaituwa akan allon hawan igiyar ruwan?
2352961	In a vase.##vase,dining table,vase,potted plant,potted plant,vase,person,vase	A cikin tukunya.
2391354	A bus driver.##bus,person	Mai tuƙa motar bus.
2408066	Green.##person,suitcase,chair,umbrella,suitcase	Kore.
2324679	Gray.##person,surfboard	Launin toka.
2404890	What is in the sky?##train,person,train,person	Mene a sararin samaniya?
2384135	How many gloves does the boy have?##person,person,person,person,person,person,person,person,person,person	Safar hannu guda nawa yaro yake dashi?
2377672	On a track.##train,person,person,person,person,person,person,train,person,person	akan tracks.
2363057	In his jacket pockets.##person,person,handbag,bench	A cikin aljihunan kwat ɗin shi.
2415200	Pueblo g.##horse,person,person,person,horse,bicycle,person,person,person,person	Pueblo g.
2323804	Where are the red flowers?##person,person,dog,cat,dog,bench,boat,bench,bench,potted plant	Ina jan furen?
2402216	Polo.##person,skateboard,person,car	Polo.
2348221	What sport are these children playing?##person,person,person,person,person,sports ball,bottle	Wani wasa yaran nan ke yi?
2392410	1##bed,chair,keyboard,tv,cup	1
2398754	What type of vehicle is the white car in front of the bus?##person,car,bus,car,car,person,car,car,person,car	Wani irin abun hawa ne farar motar gaban bas ɗin?
2337896	Night time.##person,person,person,bicycle,bicycle,train,traffic light,bicycle,traffic light,person	Dare ne.
2389974	Black.##person,motorcycle,car,car,suitcase,suitcase,car	Baƙi.
2358156	Yellow.##car,person,car,car,handbag,person,person,person,car,person	Rawaya.
2360253	Laying down.##cat,chair,book,book,book,book,book,book,book,book	Kwanciya a ƙasa.
2356325	No one.##zebra,cow,cow	Bakowa.
2396561	What part of the storefront is seen?##person,person,person,person,teddy bear,person,cat	Wani ɓangaren gaban shagon ake gani?
2401216	What is in the background?##person,snowboard	Menene a bayan filin?
2362311	The cat.##cat,potted plant,potted plant,potted plant,vase,potted plant,tv	Magen.
2338073	Where was the photo taken?##sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	A ina aka ɗauki hoton nan?
2414273	What is behind the cat?##cat,car,chair,chair	Mene a bayan magen?
2403139	How much hot dogs are pictured?##cake,hot dog,cup,person	Hot dog nawa aka nuna?
2365888	A stone wall.##horse,person,dog	Bangon dutse.
2390509	Ketchup.##person,cup,cup,person,cup,cup,person,person,bottle,cup	Ketchup.
2412969	Tan.##bed,wine glass,dog	Me dan duhu.
2392102	Long.##bus,person,bus,traffic light,bus,bicycle,bus,person,person,traffic light	Me tsawo.
2403741	Green.##zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra	Kore.
2335423	When was the picture taken?##refrigerator,oven,sink,book,oven,sink	Yaushe aka ɗauka hoton?
2417953	Where are the elephants?##elephant,elephant,elephant,elephant	A ina giwayen suke?
2334900	Pachyderm.##elephant,elephant	Pachyderm.
2355466	Umbrella.##person,umbrella,bench	Laima.
2346865	When was this photo taken?##person,cup,bench,bowl,bowl,pizza,pizza,bench,person,banana	Da yaushe aka ɗauki wannan hoton?
2391963	Where is the people standing?##train,person,person,person,bird	Ina mutanen da suke tsaye?
2395721	Metal.##train,person,person,person,traffic light,person	ƙarfe.
2416479	One.##person,person,person,person,person,person,person,baseball glove,person,person	Ɗaya.
2401954	Parking.##parking meter,parking meter,traffic light,parking meter,car,car,car,person	Tsayawa.
2376332	What animal is displayed?##horse,horse,horse,horse,person,person,person,person,person,person	Wacce dabba aka nuna?
2415316	A man.##person,umbrella,umbrella,tie,tie,kite,boat	Mutumi.
2386251	Two.##person,person,person,bicycle,person,person,motorcycle,motorcycle,tv,motorcycle	Biyu.
2417953	Gray.##elephant,elephant,elephant,elephant	Ruwan toka.
2413005	Power button.##cat,remote,couch	Madannin kunnawa?
2404836	A suit.##person,person,person,person,person,person,bottle,person,tie,person	Kwat da wando.
2332725	Vase.##person,person,chair,chair	Kaskon furanni.
2319180	Who is in the picture?##person,toilet,backpack	Waye a cikin hoton?
2330319	Two.##person,laptop,person,laptop,cell phone,keyboard,laptop,keyboard,bed,keyboard	Biyu.
2364544	What is in the soup?##carrot,carrot,carrot,bowl,carrot	Menene a cikin miyar?
2402473	Vegetables.##knife,carrot,carrot,bowl,apple,carrot,dining table,knife,carrot,carrot	Kayan lambo
2368442	In the air.##person,tennis racket,clock,person,person,sports ball	Yana iska.
2370667	Lying down.##dog,bed,couch,couch	Yana kwance?
2315926	Airport.##airplane,truck,person,person,truck,truck,car,truck,person,car	Filin jirgin sama.
2415200	One.##horse,person,person,person,horse,bicycle,person,person,person,person	Ɗaya.
2395721	How many trains are there?##train,person,person,person,traffic light,person	Jiragen ƙasa nawa ne a wurin?
2377890	What is dead here?##elephant,elephant,elephant,elephant	Menene matacce a nan?
2402526	Where was this picture taken?##airplane,airplane,airplane,airplane,airplane,airplane,boat,airplane,airplane	Da yaushe aka ɗauki wannan hoton?
2397638	What is half up in the window?##toilet,sink	Menene yayi rabi sama acikin taga?
2412490	White.##bus,bus,person,person,person	Fari.
2335893	0##bus,person,person,person,person,person,person,person,person,person	0
2362585	What is open in the building?##clock	Me yake a buɗe a jikin ginin?
2387827	Touching the bananas.##person,person,banana,chair,banana,banana,banana,banana,banana,chair	Taba ayaba.
2406272	What color is the woman's collar?##person,car,dog	Menene launin wuyan rigar matar?
2364087	When is the image taken?##person,person,person,chair,chair,bowl,person,chair,chair,dining table	Yaushe aka dauki hoton?
2364595	What is under the bench?##bench,cow	Mene a kasan bencin?
2377846	When was this taken?##stop sign	A yaushe aka ɗauki wannan?
2369421	What part of the black bike holds up the bike?##motorcycle,motorcycle,person,person,person,suitcase,car,truck,motorcycle	Wani ɓangaren baƙin babur ɗin ne ya riƙe babur ɗin sama?
image_id	ans_en##	ans_ha
107919	Red.##horse,person	Ja.
2389363	Who is wearing glasses?##tennis racket,sports ball,person,person	Waye yake sanye da tabarau?
2320720	A man.##person,traffic light,traffic light,motorcycle,person,person,truck,person,car,person	Mutumi.
2370787	Cutting.##person,person,person,cell phone,oven,knife	Yanke yanke.
2374728	The men.##person,person,person,person,person,person,person,car,person,person	Mutanen.
2340874	Where is the boat floating in?##boat,person,person,bird,kite	Ina kwale-kwale yake iyo?
2376792	What are the people watching?##person,person,person,person,person,person,person,person,person,person	Me mutanen suke kallo?
2355228	What color is the grass?##fire hydrant	Menene launin ciyawa?
2378366	2##cat,tv,cat,cat,cat	2
2362585	A window.##clock	Taga.
2372875	How is the street?##car,car,car,person,car,car,car,person,car,car	Ya titin?
2411981	Where are white lines?##motorcycle,person,motorcycle,bicycle,truck,car,car,truck,truck,motorcycle	Ina fararen layikan?
2384006	1##person,car,fire hydrant	1
2364594	Hotdogs.##hot dog,cup,hot dog,dining table	Hot dogs.
2370442	Where is the retangle pizza?##person,pizza,pizza,oven,bottle,bottle,bottle,apple,bottle,bottle	Ina ractangular fiza din yake?
2413792	What is hanging on the wall?##tv,potted plant,potted plant,vase,vase,potted plant,vase,person,backpack,chair	Menene a rataye a jikin bango?
2355894	She is hungry.##person,donut,person	Tana jin yunwa.
2388311	Chairs.##person,tennis racket	Kujeru.
2346120	Cheese.##pizza,dining table,person	Cukwi
2405411	What does the sign on the wall say?##person,person,person,tennis racket,person,person,person,person,person,person	Me alamar dake jikin bango ta ce?
2354016	What is next to the house?##person,truck,truck	Mene kusa da gidan?
2337103	How many dogs are there?##tv,person,dog,person,dog,book,book,book,book,book	Karnuka nawa ne a wurin?
2408406	What is the color of the water?##umbrella,umbrella,boat,person,boat	Menene launin ruwan?
2388717	Cloudy.##clock,clock,boat	me hadari.
2336041	Where is the plane from?##airplane	Daga ina jirgin saman yake?
2403760	On top of the building.##person,person,person,person,person,person,person,person,person,handbag	A saman ginin.
2391897	1##clock,clock	Ɗaya.
2354438	One.##umbrella,person,person,person,person,umbrella,person	Ɗaya.
2359548	Fries.##dining table,person,cup,cup,cup,bowl,spoon,sandwich,bowl,wine glass	Fries.
2376291	Who is visible in this picture?##bus,bicycle,car,person,car,car,bicycle,bicycle	Wa ake gani a cikin hoton?
2379901	Sunglasses.##person,airplane	Gilashin rana.
2407651	What is red?##bed	Menene ja?
2377309	Who owns the plane?##airplane	Waye mallakin jirgin saman?
2331263	At the camera.##sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	Kamara.
2372323	Where is the bread?##sandwich	Ina burodin?
2380308	What color is the table?##keyboard,person,cell phone,keyboard,person,book,tv,person,person,chair	Menene launin teburin?
2335177	Black.##person,sheep,sheep,dog	Baƙi.
2401010	Teeth.##toothbrush,person	Haƙora.
2325544	Man is snowboarding.##person,skis	Mutum yana hawa dusar ƙanƙara.
2396341	What is the yellow food on the table?##person,person,person,bottle,cup,backpack,person,chair,dining table,hot dog	Wanne abinci ne mai launin rawaya a kan tebur din?
2417947	What color is the person's jacket?##person,skis,kite	Wani launi ne da kwat ɗin mutumin?
2392672	Where are the birds?##bird	Ina tsuntsaye?
2343858	What color are the walls?##chair,chair,chair,clock,chair,chair,bottle,dining table,chair,chair	Mene launin bangon?
2343754	What color are the chips?##wine glass,cup,cup,chair,sandwich,broccoli,broccoli,person,broccoli,pizza	Ya launin soyayyin dankalin suke?
2400498	Next to the pillow.##bed,clock,clock	Kusa da matashin kai.
2383236	What color is the paper?##cat,chair,dining table	Mene launin jikin takardar?
2367528	Where is the photo taken?##person,person,knife,refrigerator,chair,person,cell phone,person,cake,wine glass	A ina aka dauki hoton?
2358413	Clock.##clock	Agogo.
2381252	One.##umbrella	ɗaya.
2400498	Where is the hand?##bed,clock,clock	Ina hannun?
2383581	In the City.##skateboard,person	A cikin burni.
2394763	What is the guy holding?##person,person	Me mutumin ke riƙe dashi.
2374229	What is the woman leaning on the fence doing?##person,person,person,horse,person,person,handbag,bench,bench,person	Me matar da take jingine da shingen take yi?
2414676	Blue.##zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra	Shuɗi.
2396897	Hat.##person,laptop,person,laptop,bottle,laptop,keyboard,chair,laptop,tie	Hula.
2331263	Where are the animals looking?##sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	Ina dabbobin suke kalla?
2383427	One.##person,surfboard,surfboard	Ɗaya.
2366898	What is on the couch?##person,person,bowl,couch,remote,dining table,bowl,cup,chair,remote	Menene akan kujerar?
2378012	What is next to the street?##car,car,traffic light,car,traffic light,traffic light,car,traffic light,traffic light,car	Menene ke kusa da hanya
2356589	Where is the blue cup?##cup,bottle,bottle,toothbrush,book,book,remote,bottle,book,bottle	Ina shuɗin kofin?
2342608	What color is the sky?##person,person,person,person,person,skis,person,person,skis,person	Mene launin sararin samaniya?
2405309	Sunglasses.##person,person,person,chair,handbag,chair,cell phone,car	Tabarau ɗin tare rana.
2363167	Black and white.##person,tie	Baƙi da fari
2413695	Where are the animals?##giraffe,giraffe,zebra,zebra,giraffe,zebra,giraffe,zebra,zebra,zebra	Ina dabbobin suke?
2376172	What is next to the ramp?##person	Menene a kusa da ramp?
2344456	Where are the people?##person,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,person,person,person	Ina mutanan?
2406263	What color is the car next to the green truck?##person,car,truck,car,car,truck,car,person,car,person	Menene launin motar da take kusa da koriyar babbar mota?
2356158	Where is the knife?##fork,cup,knife,dining table,bottle,sandwich,cup,sandwich,bottle,bowl	Ina wuƙar?
2328159	How many planes?##airplane,truck,person,truck,car,person,truck,person,person,person	Jirage nawa?
2410830	On pavement.##truck	A kan titi
2322250	The players hands.##person,person,tennis racket,tennis racket,sports ball,person,tennis racket	A hannayen ƴan wasa.
2343344	What is this a picture of?##person,person,person,person,cell phone,person,cup,person,tv,dining table	Hoton menene wannan?
2368783	A paper bag.##person,donut,tv,hot dog,donut	Jakar takarda.
2324174	1##fork,dining table,laptop,dining table,spoon	1
2352633	A clock.##clock,car,clock	Agogo.
2384006	Green.##person,car,fire hydrant	Kore.
2369958	What kind of a sheep is this?##sheep,sheep,cow,sheep,sheep	Wanne irin tumaki ne waɗannnan?
2342715	Red.##person,skis,person,person,person,person,person,person,person,person	Ja.
2330414	Brown.##person,horse	Ruwan ƙasa.
2361344	Hot dog.##person,person,person,person,person,person,person,person,hot dog,person	Hot dog.
2411542	In the grass.##person,umbrella,person,person,person,umbrella,person,person,umbrella,person	Akan ciyayi.
2351231	Where is this picture taken?##cat,chair,bird,bird,tv,cell phone,mouse,cell phone	A ina aka ɗauki wannan hoton?
2394499	On a pillow.##dog,chair,bed,couch,couch	Yana kan matashin.
2368181	Who has blonde hair?##person,airplane,backpack	Wanene yakeda jan gashi?
2410531	What color is shirt?##person,tennis racket,person,person,person	Menene launin rigar sa?
2354294	What Color is the man's shirt?##person,tie,dining table,cup,potted plant,sports ball,person	Mene launin rigar mutumin?
2373738	When was this picture taken?##person,person,person,baseball bat,handbag,person	Da yaushe aka ɗauki wannan hoton?
2332160	Flowers.##bear	Furrai.
2321878	Where are the leaves?##person,kite,person,person,person,kite,person,kite,kite,car	Ina ganyayyakin?
2322510	A bird.##bird,bird	Tsuntsu.
2335797	Bedtime.##person,person,bed,bed,remote,cell phone	Lokacin bacci.
2380929	To get air.##dog,car,chair,car,person	Dan yasha iska.
2350133	Where is the water?##bird	Ina ruwan?
2401954	When was the photo taken?##parking meter,parking meter,traffic light,parking meter,car,car,car,person	Da yaushe aka ɗauki hoton?
2385611	When was the picture taken?##cat	Yaushe aka ɗauki hoton nan?
2353347	How many players are there?##person,person,person,baseball bat,person,person,baseball glove,person	`Yan wasa nawa ne a wajan?
2359586	What is the horse doing?##horse,person,potted plant,person,truck	Me dokin yakeyi?
2371442	What color is the tiger?##airplane,person,person	Menene launin damisar?
2412284	What is the man doing?##person,person,person,person,person,person,person,person,tennis racket,tennis racket	Me mutumin yakeyi?
2336726	Noone.##cat,broccoli	Babu kowa.
2402601	What is black on the bottom of the truck?##truck,person,car,car,truck,car	Menene baƙi a ƙasan babbar motar?
2339731	How many signs are shown?##car,car,car,parking meter,car,car,car,parking meter,car	Alama nawa aka nuna?
2385208	Brown.##bottle,bottle,wine glass,dining table,dining table,dining table	Ruwan ƙasa-ƙasa.
2346675	No one.##bench,car,car,bench,bench,bird,car,bench,bench,bench	Ba kowa.
2343297	What color are the flowers?##vase,potted plant,chair,dining table,chair	Wana launi ne furran?
2368217	Gate.##airplane,airplane,airplane,truck,airplane,airplane,truck,airplane	Ƙofa.
2410990	What direction are three of the sheep looking in?##sheep,sheep,sheep,sheep	Wani ɓangare tumakai ukun suke kallo?
2328685	Where are the cups?##cup,cup,dining table,cake,sandwich,spoon,spoon,mouse,fork	Ina moɗayen?
2356628	Zero.##person,bench,bottle	Babu.
2336834	At sunset.##boat,boat,person,boat,person,traffic light,car,car	Da faɗuwan rana.
2335574	On a ski slope.##person,person,skis,person,person,person,person,skis,person	A wurn gangarar ski.
2390180	What is the color of the building?##traffic light,car,car,car,car,car,traffic light,car,car,traffic light	Menene launin ginin?
2396656	Tie.##person,tie,person	Ɗamarar wuya.
2385265	What color is the grass?##person,sports ball	Menene launin ciyawar?
2376172	What is on top of the ramp?##person	Menene a saman ramp?
2392095	What are the letters on the fin on the airplane?##airplane	Wasu harafi ne a kan filafilan jirgin saman?
2319911	What color is the bus?##car,traffic light,bus,person,person,traffic light,traffic light,car,traffic light,car	Menene launin bas ɗin?
2398318	What is the white object the cat is laying on?##cat,horse,remote,couch	Menene farin abun da magen take kai?
2334649	It's daytime.##giraffe,giraffe,zebra,zebra	Da rana ne.
2338538	What is the color of the sky?##person,snowboard,person	Mene launin sararin samaniya ?
2416479	Catcher.##person,person,person,person,person,person,person,baseball glove,person,person	Mai kamawa.
2389434	Donut.##cup,dining table,cake,spoon,chair,bowl	dunut.
2361664	How is the area covered?##person,person,person,person,person,person,person,person,person,person	Taya aka rufe wajan?
2331263	When was this photo taken?##sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	Da yaushe aka ɗauki wannan hoton
2332525	What color are the flowers?##bench,bird	Menene launin furran?
2393234	What is the bush's color?##bird	Menene launin dajin?
2348407	What color is the frisbee?##dog,frisbee	Wani launi ne abun wasan?
2316132	What kind of utensil?##broccoli,broccoli,broccoli,broccoli,broccoli,fork,broccoli,broccoli,broccoli,broccoli	Wani irin kayan aiki ne wannan?
2358454	Barbecue.##dining table,sandwich,bowl,sandwich,sandwich,apple	/Gasasshe
2341945	Where is the cover?##person,person,bed,cell phone,cell phone	Ina zanin gado?
2368387	What color is the cow in the foreground?##cow,cow,elephant	Menene launin san da ke gaba?
2373240	How many bears in the water?##dog,bear,sports ball,frisbee,bear	Bear nawa ne a cikin ruwan?
2407088	None.##sink,toilet	Babu.
2415552	When was this picture taken?##car,stop sign,car,car	Yaushe aka ɗauka wannan hoton?
2363955	Where are the rocks?##bird	Ina duwatsun?
2404786	Under the plate.##spoon,cup,wine glass,orange,dining table,cup,wine glass,cup,pizza,wine glass	Kasan faranti.
2385283	What is in the background?##person,skis,skis	Menene a bayan?
2347163	What is this?##clock,clock	Mene wannan?
2382489	Green.##sheep,sheep,sheep,sheep,sheep,sheep	Koriya.
2366881	What type of lettering is on the blue shirt?##person,person,banana,banana,potted plant,vase	Wani irin harrafai ne a jikin shuɗin rigar?
2317967	A man.##person,motorcycle,truck	Namiji ne
2393293	In the water.##elephant,elephant,elephant,elephant,elephant,person,person,person,elephant,person	A cikin ruwan.
2359140	Pizza.##pizza,pizza,cup,bowl,cup,person,bottle,cup,pizza,spoon	Fiza.
2343935	Two people.##person,person,frisbee,frisbee	Mutane biyu.
2409074	How many cars are there?##surfboard,car,car	Nawane adadin motoci a gurin?
2337698	What is on the street?##traffic light,car,car,person,person,car,traffic light,traffic light,person,train	Menene akan titi?
2322510	What is the feeder hanging from?##bird,bird	Daga ina abin ciyar da abincin yake rataye?
2327740	Where was this picture taken?##person,person,person,person,person,person,person,traffic light,traffic light,kite	A ina aka ɗauka wannan hoton?
2400745	What is red on the guy?##person,tie	Menene ja a jikin mutumin?
2321802	For time.##clock,person,clock,person,traffic light	Saboda lokaci.
2376728	On the napkin.##fork,wine glass,fork,bowl,dining table,cake,bowl,knife,fork	A kan adikon goge baki.
2366457	What is this religious establishment where you can pray?##stop sign,car,car,car,person,truck	Wannan wane wajan addini ne da zaka iya addu'a?
2365624	What is on the ground?##cow,cow,cow,cow,elephant	Menene a ƙasa?
2390965	How is the girl going to eat the sandwich?##person,wine glass,wine glass,fork,dining table,sandwich,fork,sandwich,wine glass,donut	Ta yaya yarinyar zata ci sandwic din?
2338734	What colors are the cows?##cow,cow,cow	Mene launin jikin shanu?
2328103	How many printers do you see?##chair,tv,keyboard,tv,suitcase	Firinta nawa ake gani?
2370787	The man.##person,person,person,cell phone,oven,knife	Mutumin.
2398027	What is in the background?##clock,truck,car	Menene a bayan?
2407651	They are a diamond pattern.##bed	Sun kasance tsarin lu'u lu'u.
2357496	Behind the suitcase.##suitcase,person,suitcase,bed,person,bed	A bayan akwatin?
2386210	What are these people playing?##person,person,person,car,car,tennis racket,car,car,car,car	Wasan me waɗannan mutanen sukeyi?
2392896	What season was this picture taken?##zebra	A wani yanayi aka ɗauki wannan hoton?
2349089	How many blue surfboards are there?##surfboard,surfboard,surfboard,person,surfboard,person,person,surfboard,surfboard,person	Nawa ne adadin allon hawan igiyar ruwa shuɗi a gurin?
2395638	What part of the animal is holding the grass?##elephant	Wani ɓangare ne na dabbar yake riƙe da ciyawa.
2385265	Green.##person,sports ball	Kore.
2341095	Three.##bowl,cup,sink,sink	Uku.
2335079	How many colors are in the toothbrush handle?##toothbrush	Launika nawa ne a jikin hannun toothbrush?
2416677	Five.##cat,cat,cat,cat,cat,chair,couch,cat	Biyar.
2368614	Clouds.##person,person,person,person,person,person,person,banana,banana,banana	hadari.
2393112	Where are the electric wires?##traffic light,traffic light,clock,traffic light,traffic light	Ina wayoyin wutar lantarki
2370153	How many animals are there?##zebra,cow,bird	Dabbobi nawa ne a nan?
2415420	One.##toilet,toilet,sink,toilet	Ɗaya.
2331959	Sand.##horse,horse,horse,horse,horse,horse,person,person,person,person	ƙasa.
2346613	How many dogs are in the picture?##boat,dog,boat,boat,person,person,boat,boat,boat,boat	Karnika nawa ne a hoton?
2368217	Where does the scene take place?##airplane,airplane,airplane,truck,airplane,airplane,truck,airplane	A ina hakan ya faru?
2379559	One.##cat,bed	ɗaya.
2330978	What is yellow?##person,person,person,person,person,person,person,person,person,skateboard	Menene ruwan ɗorawa?
2370375	What is outside the house?##oven,bed	Menene a wajan gidan?
2401582	Heart.##cake,tie,dining table,teddy bear	Zuciya.
2337237	What color is the floor?##person,oven,bottle,bottle,dog,oven,bottle,microwave,bottle,vase	Mene launin ƙasan daɓan?
2384675	Where do the customers enter?##fire hydrant,person,dog,teddy bear	Ina masu ciniki suke shiga?
2387257	Black.##bottle,bottle,knife,vase,vase,sink,bottle,knife,potted plant,cup	Baƙi.
2358810	Towards monitor.##keyboard,laptop,tv,person,cat,keyboard,person,bottle,tv	Ga monitor.
2411171	Where are the giraffes?##giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,bird	Ina raƙuman dawan?
2331786	Evening.##person,hot dog,person,person	Da maraice
2385895	The toilet was flushed.##toilet,toilet,sink	Anyi flushing ɗin banɗakin.
2350144	What is on the ground?##bus,person,truck,person,car,stop sign,person	Mene a ƙasa?
2411204	Who is wearing red?##person,person,cell phone,person,person,person,person,chair	Wake sanye da jar riga?
2386514	What color are the trees?##elephant,elephant,elephant	Wani launi ne bishiyoyin?
2412286	Bluish grey.##bird,boat	Ruwan toka mai shuɗi.
2319271	Green.##bus,person,person,person,person,person,person,person,person,person	Kore.
2359237	White clouds in sky.##clock,clock,boat,boat,boat,person,boat,boat,cell phone,car	farin gizagizai a sararin samaniyan.
2411835	Baseball field.##person,baseball bat	Filin wasan basbal.
